company_name,isin,nse_symbol,nse_company_name,series,sector,industry,macro,basic_industry
Asian Energy Services Limited,INE276G01015,ASIANENE,Asian Energy Services Limited,EQ,Oil Gas & Consumable Fuels,Oil,Energy,Oil Equipment & Services
Asian Hotels (North) Limited,INE363A01022,ASIANHOTNR,Asian Hotels (North) Limited,EQ,Consumer Services,Leisure Services,Consumer Discretionary,Hotels & Resorts
Asian Paints Limited,INE021A01026,ASIANPAINT,Asian Paints Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Paints
Asian Granito India Limited,INE022I01019,ASIANTILES,Asian Granito India Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Ceramics
ASK Automotive Limited,INE491J01022,ASKAUTOLTD,ASK Automotive Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Bartronics India Limited,INE855F01042,ASMS,Bartronics India Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Aspinwall and Company Limited,INE991I01015,ASPINWALL,Aspinwall and Company Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Astec LifeSciences Limited,INE563J01010,ASTEC,Astec LifeSciences Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Aster DM Healthcare Limited,INE914M01019,ASTERDM,Aster DM Healthcare Limited,EQ,Healthcare,Healthcare Services,Healthcare,Hospital
Astral Limited,INE006I01046,ASTRAL,Astral Limited,EQ,Capital Goods,Industrial Products,Industrials,Plastic Products - Industrial
Astra Microwave Products Limited,INE386C01029,ASTRAMICRO,Astra Microwave Products Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
AstraZeneca Pharma India Limited,INE203A01020,ASTRAZEN,AstraZeneca Pharma India Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Astron Paper & Board Mill Limited,INE646X01014,ASTRON,Astron Paper & Board Mill Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
Atal Realtech Limited,INE0ALR01029,ATALREAL,Atal Realtech Limited,EQ,Realty,Realty,Consumer Discretionary,Residential Commercial Projects
Atam Valves Limited,INE09KD01013,ATAM,Atam Valves Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Adani Total Gas Limited,INE399L01023,ATGL,Adani Total Gas Limited,EQ,Oil Gas & Consumable Fuels,Gas,Energy,LPG/CNG/PNG/LNG Supplier
Ather Energy Limited,INE0LEZ01016,ATHERENERG,Ather Energy Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,2/3 Wheelers
Allcargo Terminals Limited,INE0NN701020,ATL,Allcargo Terminals Limited,EQ,Services,Transport Infrastructure,Services,Port & Port services
ATLANTAA LIMITED,INE285H01022,ATLANTAA,ATLANTAA LIMITED,EQ,Services,Transport Infrastructure,Services,Road Assets - Toll Annuity Hybrid-Annuity
Atlanta Electricals Limited,INE0Z4F01028,ATLANTAELE,Atlanta Electricals Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Atlas Cycles (Haryana) Limited,INE446A01025,ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Cycles
Atul Limited,INE100A01010,ATUL,Atul Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Atul Auto Limited,INE951D01028,ATULAUTO,Atul Auto Limited,EQ,Capital Goods,Agricultural Commercial & Construction Vehicles,Industrials,Commercial Vehicles
AU Small Finance Bank Limited,INE949L01017,AUBANK,AU Small Finance Bank Limited,EQ,Financial Services,Banks,Financial Services,Other Bank
Auri Grow India Limited,INE925Y01036,AURIGROW,Auri Grow India Limited,EQ,Capital Goods,Industrial Products,Industrials,Cables - Electricals
Aurionpro Solutions Limited,INE132H01018,AURIONPRO,Aurionpro Solutions Limited,EQ,Information Technology,IT - Software,Information Technology,Computers - Software & Consulting
Aurobindo Pharma Limited,INE406A01037,AUROPHARMA,Aurobindo Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Aurum PropTech Limited,INE898S01029,AURUM,Aurum PropTech Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
Ausom Enterprise Limited,INE218C01016,AUSOMENT,Ausom Enterprise Limited,BE,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Automotive Axles Limited,INE449A01011,AUTOAXLES,Automotive Axles Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Autoline Industries Limited,INE718H01014,AUTOIND,Autoline Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Avadh Sugar & Energy Limited,INE349W01017,AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Avalon Technologies Limited,INE0LCL01028,AVALON,Avalon Technologies Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Avantel Limited,INE005B01027,AVANTEL,Avantel Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Avanti Feeds Limited,INE871C01038,AVANTIFEED,Avanti Feeds Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Animal Feed
AVG Logistics Limited,INE680Z01018,AVG,AVG Logistics Limited,EQ,Services,Transport Services,Services,Logistics Solution Provider
Aditya Vision Limited,INE679V01027,AVL,Aditya Vision Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
Avonmore Capital & Management Services Limited,INE323B01024,AVONMORE,Avonmore Capital & Management Services Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
AVRO INDIA LIMITED,INE652Z01017,AVROIND,AVRO INDIA LIMITED,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Plastic Products - Consumer
AVT Natural Products Limited,INE488D01021,AVTNPL,AVT Natural Products Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Other Agricultural Products
Awfis Space Solutions Limited,INE108V01019,AWFIS,Awfis Space Solutions Limited,EQ,Services,Commercial Services & Supplies,Services,Diversified Commercial Services
Antony Waste Handling Cell Limited,INE01BK01022,AWHCL,Antony Waste Handling Cell Limited,EQ,Utilities,Other Utilities,Utilities,Waste Management
AWL Agri Business Limited,INE699H01024,AWL,AWL Agri Business Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Edible Oil
Axis Bank Limited,INE238A01034,AXISBANK,Axis Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
AXISCADES Technologies Limited,INE555B01013,AXISCADES,AXISCADES Technologies Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Axita Cotton Limited,INE02EZ01022,AXITA,Axita Cotton Limited,BE,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Aye Finance Limited,INE501X01029,AYE,Aye Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
AYM Syntex Limited,INE193B01039,AYMSYNTEX,AYM Syntex Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Azad Engineering Limited,INE02IJ01035,AZAD,Azad Engineering Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Bafna Pharmaceuticals Limited,INE878I01022,BAFNAPH,Bafna Pharmaceuticals Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
B.A.G Films and Media Limited,INE116D01028,BAGFILMS,B.A.G Films and Media Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,TV Broadcasting & Software Production
Baid Finserv Limited,INE020D01022,BAIDFIN,Baid Finserv Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Bajaj Auto Limited,INE917I01010,BAJAJ-AUTO,Bajaj Auto Limited,EQ,Automobile and Auto Components,Automobiles,Consumer Discretionary,2/3 Wheelers
Bajaj Consumer Care Limited,INE933K01021,BAJAJCON,Bajaj Consumer Care Limited,EQ,Fast Moving Consumer Goods,Personal Products,Fast Moving Consumer Goods,Personal Care
Bajaj Electricals Limited,INE193E01025,BAJAJELEC,Bajaj Electricals Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Household Appliances
Bajaj Finserv Limited,INE918I01026,BAJAJFINSV,Bajaj Finserv Limited,EQ,Financial Services,Finance,Financial Services,Holding Company
Bajaj Healthcare Limited,INE411U01027,BAJAJHCARE,Bajaj Healthcare Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Bajaj Housing Finance Limited,INE377Y01014,BAJAJHFL,Bajaj Housing Finance Limited,EQ,Financial Services,Finance,Financial Services,Housing Finance Company
Bajaj Hindusthan Sugar Limited,INE306A01021,BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Bajaj Holdings & Investment Limited,INE118A01012,BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,Financial Services,Finance,Financial Services,Holding Company
Indef Manufacturing Limited,INE0O9T01021,BAJAJINDEF,Indef Manufacturing Limited,EQ,Capital Goods,Industrial Manufacturing,Industrials,Industrial Products
Bajel Projects Limited,INE0KQN01018,BAJEL,Bajel Projects Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment
Bajaj Finance Limited,INE296A01032,BAJFINANCE,Bajaj Finance Limited,EQ,Financial Services,Finance,Financial Services,Non Banking Financial Company (NBFC)
Shree Tirupati Balajee Agro Trading Company Limited,INE0S2G01011,BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Balaji Telefilms Limited,INE794B01026,BALAJITELE,Balaji Telefilms Limited,EQ,Media Entertainment & Publication,Entertainment,Consumer Discretionary,Media & Entertainment
Balaji Amines Limited,INE050E01027,BALAMINES,Balaji Amines Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
BALAXI PHARMACEUTICALS LIMITED,INE618N01022,BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Balkrishna Paper Mills Limited,INE875R01011,BALKRISHNA,Balkrishna Paper Mills Limited,EQ,Forest Materials,Paper Forest & Jute Products,Commodities,Paper & Paper Products
Balkrishna Industries Limited,INE787D01026,BALKRISIND,Balkrishna Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Tyres & Rubber Products
Balmer Lawrie & Company Limited,INE164A01016,BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,Diversified,Diversified,Diversified,Diversified
Bal Pharma Limited,INE083D01012,BALPHARMA,Bal Pharma Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
Balrampur Chini Mills Limited,INE119A01028,BALRAMCHIN,Balrampur Chini Mills Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Balu Forge Industries Limited,INE011E01029,BALUFORGE,Balu Forge Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Castings & Forgings
Banaras Beads Limited,INE655B01011,BANARBEADS,Banaras Beads Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Gems Jewellery And Watches
Bannari Amman Sugars Limited,INE459A01010,BANARISUG,Bannari Amman Sugars Limited,EQ,Fast Moving Consumer Goods,Agricultural Food & other Products,Fast Moving Consumer Goods,Sugar
Banco Products (I) Limited,INE213C01025,BANCOINDIA,Banco Products (I) Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
Bandhan Bank Limited,INE545U01014,BANDHANBNK,Bandhan Bank Limited,EQ,Financial Services,Banks,Financial Services,Private Sector Bank
Bang Overseas Limited,INE863I01016,BANG,Bang Overseas Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Garments & Apparels
Banka BioLoo Limited,INE862Y01015,BANKA,Banka BioLoo Limited,EQ,Construction,Construction,Industrials,Civil Construction
Bank of Baroda,INE028A01039,BANKBARODA,Bank of Baroda,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
Bank of India,INE084A01016,BANKINDIA,Bank of India,EQ,Financial Services,Banks,Financial Services,Public Sector Bank
Bansal Wire Industries Limited,INE0B9K01025,BANSALWIRE,Bansal Wire Industries Limited,EQ,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Banswara Syntex Limited,INE629D01020,BANSWRAS,Banswara Syntex Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
BASF India Limited,INE373A01013,BASF,BASF India Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Bannari Amman Spinning Mills Limited,INE186H01022,BASML,Bannari Amman Spinning Mills Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Bata India Limited,INE176A01028,BATAINDIA,Bata India Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Footwear
Bayer Cropscience Limited,INE462A01022,BAYERCROP,Bayer Cropscience Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Bharat Bijlee Limited,INE464A01036,BBL,Bharat Bijlee Limited,EQ,Capital Goods,Electrical Equipment,Industrials,Other Electrical Equipment
Black Box Limited,INE676A01027,BBOX,Black Box Limited,EQ,Information Technology,IT - Services,Information Technology,IT Enabled Services
The Bombay Burmah Trading Corporation Limited,INE050A01025,BBTC,The Bombay Burmah Trading Corporation Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Packaged Foods
B&B Triplewall Containers Limited,INE01EE01011,BBTCL,B&B Triplewall Containers Limited,EQ,Capital Goods,Industrial Products,Industrials,Packaging
Brightcom Group Limited,INE425B01027,BCG,Brightcom Group Limited,BE,Information Technology,IT - Services,Information Technology,IT Enabled Services
Bcl Industries Limited,INE412G01024,BCLIND,Bcl Industries Limited,EQ,Fast Moving Consumer Goods,Beverages,Fast Moving Consumer Goods,Breweries & Distilleries
Brand Concepts Limited,INE977Y01011,BCONCEPTS,Brand Concepts Limited,EQ,Consumer Services,Retailing,Consumer Discretionary,Speciality Retail
Bharat Dynamics Limited,INE171Z01026,BDL,Bharat Dynamics Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Beardsell Limited,INE520H01022,BEARDSELL,Beardsell Limited,EQ,Capital Goods,Industrial Products,Industrials,Other Industrial Products
Mrs. Bectors Food Specialities Limited,INE495P01020,BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,Fast Moving Consumer Goods,Food Products,Fast Moving Consumer Goods,Packaged Foods
Bedmutha Industries Limited,INE844K01012,BEDMUTHA,Bedmutha Industries Limited,BE,Capital Goods,Industrial Products,Industrials,Iron & Steel Products
Bharat Electronics Limited,INE263A01024,BEL,Bharat Electronics Limited,EQ,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense
Bella Casa Fashion & Retail Limited,INE344T01014,BELLACASA,Bella Casa Fashion & Retail Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Garments & Apparels
Belrise Industries Limited,INE894V01022,BELRISE,Belrise Industries Limited,EQ,Automobile and Auto Components,Auto Components,Consumer Discretionary,Auto Components & Equipments
BEML Limited,INE258A01024,BEML,BEML Limited,EQ,Capital Goods,Agricultural Commercial & Construction Vehicles,Industrials,Construction Vehicles
Bhansali Engineering Polymers Limited,INE922A01025,BEPL,Bhansali Engineering Polymers Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Specialty Chemicals
Berger Paints (I) Limited,INE463A01038,BERGEPAINT,Berger Paints (I) Limited,EQ,Consumer Durables,Consumer Durables,Consumer Discretionary,Paints
Best Agrolife Limited,INE052T01021,BESTAGRO,Best Agrolife Limited,BE,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Beta Drugs Limited,INE351Y01019,BETA,Beta Drugs Limited,EQ,Healthcare,Pharmaceuticals & Biotechnology,Healthcare,Pharmaceuticals
BF Investment Limited,INE878K01010,BFINVEST,BF Investment Limited,EQ,Financial Services,Finance,Financial Services,Holding Company
BF Utilities Limited,INE243D01012,BFUTILITIE,BF Utilities Limited,BZ,Services,Transport Infrastructure,Services,Road Assets - Toll Annuity Hybrid-Annuity
BGR Energy Systems Limited,INE661I01014,BGRENERGY,BGR Energy Systems Limited,BE,Construction,Construction,Industrials,Civil Construction
Bhagiradha Chemicals & Industries Limited,INE414D01027,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,Chemicals,Fertilizers & Agrochemicals,Commodities,Pesticides & Agrochemicals
Bhageria Industries Limited,INE354C01027,BHAGERIA,Bhageria Industries Limited,EQ,Chemicals,Chemicals & Petrochemicals,Commodities,Dyes And Pigments
Bhagyanagar India Limited,INE458B01036,BHAGYANGR,Bhagyanagar India Limited,EQ,Metals & Mining,Non - Ferrous Metals,Commodities,Copper
Bhandari Hosiery Exports Limited,INE474E01029,BHANDARI,Bhandari Hosiery Exports Limited,EQ,Textiles,Textiles & Apparels,Consumer Discretionary,Other Textile Products
Bharat Coking Coal Limited,INE05XR01022,BHARATCOAL,Bharat Coking Coal Limited,EQ,Oil Gas & Consumable Fuels,Consumable Fuels,Energy,Coal
